T[ms],AccX[mg],AccY[mg],AccZ[mg],GyroX[mdps],GyroY[mdps],GyroZ[mdps],MagX[mgauss],MagY[mgauss],MagZ[mgauss],P[mB],T[ï¿½C],
87385,0,-65,-1005,-14560,13720,10010,-226,-526,132,1001.25,39.20
87425,-7,-69,-1005,-7840,10290,9660,-233,-526,136,1001.18,39.20
87465,4,-65,-994,-6720,11410,6860,-227,-533,123,1001.16,39.20
87505,8,-58,-997,-5460,11130,6230,-226,-529,130,1001.17,39.20
87545,8,-58,-994,-4690,9520,6440,-243,-523,133,1001.18,39.20
87585,27,-54,-994,490,9100,7070,-233,-534,130,1001.20,39.20
87616,4,-58,-997,210,7700,17570,-227,-544,134,1001.19,39.20
87625,4,-61,-970,-1890,7070,20020,-227,-544,130,1001.19,39.20
87656,-11,-65,-997,-5950,6230,18200,-215,-540,129,1001.29,39.20
87665,-3,-58,-1001,-6440,6300,17430,-234,-538,138,1001.29,39.20
87696,-11,-61,-1005,-1890,3990,10290,-224,-544,133,1001.21,39.20
87705,-11,-61,-994,560,4620,8260,-234,-542,137,1001.21,39.20
87736,-3,-50,-994,2940,6510,4340,-228,-549,133,1001.19,39.20
87745,0,-46,-986,2450,6440,3710,-228,-552,127,1001.19,39.20
87776,-7,-50,-986,-1820,7490,3920,-230,-555,133,1001.08,39.20
87785,-11,-46,-982,-2380,8120,3080,-220,-554,126,1001.08,39.20
87816,0,-42,-982,-4270,9730,-140,-224,-552,130,1001.15,39.20
87825,-3,-38,-982,-4900,8890,770,-219,-552,126,1001.15,39.20
87856,-3,-42,-990,-6650,7140,4270,-232,-556,122,1001.21,39.20
87865,-3,-42,-982,-6860,7210,5110,-235,-551,126,1001.21,39.20
87896,-3,-42,-994,-7000,8050,3290,-213,-544,115,1001.15,39.20
87905,0,-42,-994,-5180,7210,2520,-228,-558,123,1001.15,39.20
87936,-3,-34,-982,-1960,2660,140,-227,-551,126,1001.29,39.20
87945,-3,-34,-982,-2520,4620,1260,-227,-558,127,1001.29,39.20
87976,-3,-46,-1001,-3430,6090,2030,-230,-547,123,1001.11,39.20
87985,-3,-46,-997,-2170,5880,2100,-230,-547,131,1001.11,39.20
88016,-15,-46,-1005,2870,2940,1610,-228,-559,127,1001.19,39.20
88025,-22,-38,-994,4550,2240,210,-228,-559,127,1001.19,39.20
88056,-7,-26,-982,2660,7420,-3080,-234,-552,114,1001.25,39.20
88065,-26,-34,-966,70,8260,-3080,-234,-552,114,1001.25,39.20
88096,-7,-34,-997,-2450,6090,-980,-224,-566,116,1001.08,39.20
88105,-15,-30,-986,-1050,5810,-210,-224,-566,116,1001.08,39.20
88136,-3,-30,-997,2450,4130,-1050,-232,-563,118,1001.25,39.10
88145,-7,-30,-994,3500,3360,70,-232,-563,118,1001.25,39.10
88176,-11,-30,-990,4830,980,840,-242,-570,112,1001.19,39.20
88185,-11,-19,-982,4410,910,1190,-242,-570,112,1001.19,39.20
88216,-22,-15,-982,1470,2940,-490,-232,-570,120,1001.10,39.10
88225,-89,-85,-1075,630,4760,840,-232,-570,120,1001.10,39.10
88256,-112,-93,-1075,8960,-4060,-5530,-240,-585,124,1001.28,39.10
88265,27,20,-939,2450,-4480,-700,-240,-585,124,1001.28,39.10
88296,-3,-7,-994,840,1330,-770,-232,-576,111,1001.13,39.10
88305,-15,-11,-990,420,1470,-1120,-232,-576,111,1001.13,39.10
88336,-19,-19,-997,-1540,-980,-280,-229,-573,115,1001.18,39.10
88345,-30,-11,-997,-2030,-1960,140,-229,-573,115,1001.18,39.10
88376,-19,-11,-997,-350,2380,140,-238,-576,115,1001.23,39.10
88385,-19,-15,-994,70,3080,140,-238,-576,115,1001.23,39.10
88416,-30,-15,-994,-1050,840,0,-225,-576,101,1001.16,39.10
88425,-15,-11,-982,-1470,0,-140,-225,-576,101,1001.16,39.10
88456,-26,-7,-978,-1960,-560,210,-231,-572,105,1001.25,39.10
88465,-26,-19,-994,-1750,140,350,-231,-572,105,1001.25,39.10
88496,-26,-11,-1001,-700,2170,280,-224,-564,105,1001.27,39.10
88505,-19,-11,-982,-770,1750,420,-224,-564,105,1001.27,39.10
88536,-15,-7,-997,-1330,630,-280,-225,-566,111,1001.18,39.10
88545,-15,-11,-994,-1330,490,-210,-225,-566,111,1001.18,39.10
88576,-22,-11,-997,-1260,840,-280,-231,-573,115,1001.15,39.10
88585,-15,-15,-994,-1260,1120,-70,-231,-573,115,1001.15,39.10
88616,-19,-11,-997,-1330,350,420,-228,-573,116,1001.20,39.10
88625,-19,-11,-997,-1330,140,280,-228,-573,116,1001.20,39.10
88656,-22,-11,-1001,-1120,1190,-350,-232,-570,108,1001.28,39.10
88665,-7,-11,-1001,-1610,280,-350,-232,-570,108,1001.28,39.10
88696,-19,-11,-1001,-1960,-910,-420,-239,-584,113,1001.22,39.10
88705,-19,-11,-1001,-1330,280,-420,-239,-584,113,1001.22,39.10
88736,-15,-15,-1001,-1400,420,350,-236,-581,113,1001.20,39.10
88745,-19,-15,-994,-1820,-490,350,-236,-581,113,1001.20,39.10
88776,-15,-11,-994,-1680,-210,420,-231,-577,109,1001.15,39.10
88785,-22,-15,-994,-1750,-140,210,-231,-577,109,1001.15,39.10
88816,-26,-15,-997,-1330,1120,-700,-229,-570,111,1001.11,39.10
88825,-19,-11,-1001,-1120,1610,-560,-229,-570,111,1001.11,39.10
88856,-26,-11,-994,-1610,350,350,-236,-577,111,1001.15,39.10
88865,-19,-7,-990,-1750,70,490,-218,-580,111,1001.15,39.10
88896,-30,-11,-1001,-1750,210,490,-225,-577,123,1001.21,39.10
88905,-19,-19,-1001,-1470,840,70,-231,-573,112,1001.21,39.10
88936,-22,-15,-997,-1470,560,-210,-236,-581,115,1001.21,39.10
88945,-34,-15,-994,-1330,560,-210,-231,-570,112,1001.21,39.10
88976,-15,-3,-1001,-490,2310,210,-229,-585,127,1001.13,39.10
88985,-19,-3,-994,-910,1680,700,-235,-583,111,1001.13,39.10
89016,-22,-15,-997,-2730,-1260,770,-236,-580,113,1001.09,39.10
89025,-30,-19,-1005,-2660,-1050,420,-225,-576,113,1001.09,39.10
89056,-26,-7,-990,-1190,1470,-350,-228,-575,109,1001.25,39.10
89065,-15,-7,-997,-980,1750,-140,-224,-577,111,1001.25,39.10
89096,-22,-11,-997,-1050,1260,420,-231,-577,104,1001.13,39.10
89105,-22,-11,-990,-1260,1050,280,-240,-579,105,1001.13,39.10
89136,-19,-7,-990,-1890,560,-70,-228,-577,116,1001.12,39.10
89145,-22,-3,-990,-1680,630,-70,-240,-577,119,1001.12,39.10
89176,-15,-11,-997,-910,2030,210,-236,-579,111,1001.12,39.10
89185,-19,-11,-997,-840,1890,420,-231,-574,119,1001.12,39.10
89216,-22,-7,-990,-560,2380,140,-231,-572,107,1001.19,39.10
89225,-26,-7,-994,-630,2590,-70,-229,-577,107,1001.19,39.10
89256,-34,-3,-1001,-1120,1890,0,-235,-573,112,1001.25,39.10
89265,-19,-3,-978,-1260,1470,70,-228,-576,119,1001.25,39.10
89296,-22,-7,-997,-1470,700,350,-231,-577,112,1001.22,39.10
89305,-26,-11,-990,-1470,840,420,-224,-569,111,1001.22,39.10
89336,-15,-3,-994,-1400,1260,-210,-225,-576,105,1001.18,39.10
89345,-19,-7,-990,-1400,1190,-70,-231,-573,105,1001.18,39.10
89376,-26,-11,-1001,-1120,1470,280,-229,-576,116,1001.27,39.10
89385,-26,-11,-1001,-1190,1260,350,-231,-572,109,1001.27,39.10
89416,-19,-7,-982,-1750,700,210,-231,-572,107,1001.17,39.10
89425,-19,-7,-982,-1820,700,70,-233,-583,101,1001.17,39.10
89456,-19,-7,-994,-1820,210,70,-236,-572,108,1001.10,39.10
89465,-22,-7,-994,-1610,560,70,-229,-573,101,1001.10,39.10
89496,-19,-11,-997,-1470,1120,210,-236,-576,119,1001.10,39.10
89505,-22,-3,-978,-1680,840,210,-232,-587,112,1001.17,39.10
89536,-22,-11,-994,-1750,770,280,-236,-583,105,1001.17,39.10
89545,-22,-7,-997,-1820,490,560,-235,-572,105,1001.11,39.10
89576,-22,0,-994,-1820,350,560,-228,-579,105,1001.11,39.10
89585,-26,-11,-1001,-1820,70,560,-225,-580,109,1001.23,39.10
89616,0,0,-994,-1610,980,490,-235,-583,123,1001.23,39.10
89625,-15,-3,-990,-1680,630,490,-228,-583,105,1001.26,39.10
89656,-30,-3,-1005,-1400,910,-210,-224,-580,111,1001.26,39.10
89665,-26,-7,-1001,-1330,910,-350,-229,-572,109,1001.18,39.10
89696,-26,-7,-997,-630,2170,-350,-232,-573,115,1001.18,39.10
89705,-15,-3,-994,-490,2590,-490,-228,-581,120,1001.13,39.10
89736,-7,0,-994,-980,1750,-70,-233,-580,101,1001.13,39.10
89745,-19,-7,-1001,-1400,980,210,-240,-584,109,1001.14,39.10
89776,-19,-7,-986,-2800,-1330,420,-235,-581,109,1001.14,39.10
89785,-19,-7,-994,-2870,-1470,350,-229,-583,120,1001.23,39.10
89816,-11,-7,-1001,-2100,-560,280,-236,-576,109,1001.23,39.10
89825,-11,-11,-1017,-1610,70,280,-243,-565,115,1001.21,39.10
89856,-22,-3,-994,-840,2170,140,-225,-580,116,1001.21,39.10
89865,-15,-11,-990,-1050,2380,0,-240,-577,107,1001.17,39.10
89896,-15,-11,-990,-1750,420,490,-231,-577,112,1001.17,39.10
89905,-22,-7,-990,-1610,420,560,-226,-590,100,1001.27,39.10
89936,-19,-7,-994,280,3570,210,-239,-580,111,1001.27,39.10
89945,-19,-3,-994,700,4550,0,-220,-571,104,1001.18,39.10
89976,-42,-11,-994,-770,2170,560,-236,-572,112,1001.18,39.10
89985,-3,0,-994,-980,1820,350,-235,-583,100,1001.29,39.10
90016,-42,-15,-1001,-2870,-1750,210,-231,-576,111,1001.29,39.10
90025,-54,-11,-994,-3220,-2450,-70,-225,-573,115,1001.19,39.10
90056,-19,-3,-990,-2870,-1470,-560,-228,-579,109,1001.19,39.10
90065,-38,-3,-990,-2380,-350,-630,-239,-584,111,1001.14,39.10
90096,-26,-3,-990,-3290,-2310,420,-229,-579,111,1001.14,39.10
90105,-22,-3,-994,-3640,-2800,420,-229,-583,115,1001.21,39.10
90136,-34,-19,-1005,-2940,-2310,210,-231,-566,103,1001.21,39.10
90145,-34,-19,-1005,-2240,-910,-70,-228,-586,109,1001.22,39.10
90176,-30,-7,-990,-420,2730,-210,-228,-583,113,1001.22,39.10
90185,-30,-7,-990,-350,3010,-280,-228,-580,109,1001.18,39.10
90216,-15,-7,-1001,-1610,980,420,-240,-573,103,1001.18,39.10
90225,-26,-11,-994,-1960,70,560,-229,-579,113,1001.32,39.10
90256,-26,-7,-990,-1680,770,420,-235,-576,115,1001.32,39.10
90265,-22,-3,-990,-1400,1330,210,-225,-569,107,1001.18,39.10
90296,-22,-3,-990,-1610,1050,490,-229,-569,100,1001.18,39.10
90305,-22,-7,-1001,-2100,280,840,-235,-580,104,1001.08,39.10
90336,-26,-11,-994,-2730,-1190,980,-229,-576,109,1001.08,39.10
90345,-26,-15,-1005,-2590,-840,770,-215,-575,109,1001.21,39.10
90376,-30,-11,-994,-1820,490,0,-235,-573,101,1001.21,39.10
90385,-30,-11,-997,-1470,910,-140,-235,-579,111,1001.19,39.10
90416,-15,-7,-1001,-770,2800,-280,-236,-583,109,1001.19,39.10
90425,-22,-3,-1005,-980,2310,140,-229,-579,111,1001.14,39.10
90456,-19,-3,-997,-1680,840,280,-229,-577,109,1001.14,39.10
90465,-30,-15,-994,-1750,560,140,-231,-573,111,1001.13,39.10
90496,-22,-7,-1001,-700,2520,-770,-222,-572,109,1001.13,39.10
90505,-19,0,-997,-490,3150,-700,-222,-579,111,1001.11,39.10
90536,-26,-3,-997,-1330,1400,630,-235,-570,108,1001.11,39.10
90545,-26,-7,-986,-1890,280,840,-231,-573,105,1001.15,39.10
90576,-30,-3,-997,-2660,-980,420,-239,-577,105,1001.15,39.10
90585,-15,-3,-1005,-2800,-1400,210,-239,-590,108,1001.23,39.10
90616,-30,-7,-997,-2940,-1890,0,-239,-590,112,1001.23,39.10
90625,-22,-7,-997,-2590,-1120,-210,-229,-576,109,1001.15,39.10
90656,-26,-3,-1001,-2100,0,350,-229,-583,109,1001.15,39.10
90665,-22,-7,-1001,-1960,280,490,-224,-580,111,1001.23,39.10
90696,-26,-11,-997,-1680,770,280,-222,-580,111,1001.23,39.10
90705,-22,-3,-994,-1820,350,280,-233,-588,108,1001.19,39.10
90736,-26,0,-997,-1750,630,0,-233,-581,111,1001.19,39.10
90745,-30,-7,-997,-1540,1120,70,-217,-579,109,1001.19,39.10
90776,-22,-7,-997,-1540,1120,560,-229,-587,113,1001.16,39.10
90785,-26,-3,-997,-1680,840,770,-235,-584,111,1001.16,39.10
90816,-26,-7,-997,-1960,350,490,-235,-579,111,1001.23,39.10
90825,-22,-3,-994,-1890,420,350,-240,-577,107,1001.23,39.10
90856,-22,-11,-997,-1820,770,210,-229,-577,109,1001.20,39.10
90865,-22,-11,-997,-1820,560,350,-229,-579,111,1001.20,39.10
90896,-26,4,-997,-1610,910,350,-229,-587,117,1001.22,39.10
90905,-26,4,-997,-1610,840,350,-229,-581,116,1001.22,39.10
90936,-26,8,-990,-1260,1680,0,-240,-584,104,1001.03,39.10
90945,-19,-11,-997,-1330,1750,-70,-235,-580,105,1001.03,39.10
90976,-26,-7,-1001,-1470,1050,140,-231,-581,123,1001.19,39.10
90985,-22,-3,-990,-1540,840,210,-228,-572,105,1001.19,39.10
91016,-22,-3,-997,-1540,1120,210,-233,-577,109,1001.12,39.10
91025,-19,-7,-990,-1470,1330,210,-232,-574,119,1001.12,39.10
91056,-19,-7,-997,-1890,700,140,-239,-580,112,1001.09,39.10
91065,-30,-11,-997,-2100,0,140,-222,-582,101,1001.09,39.10
91096,-26,-3,-997,-1680,630,-140,-242,-572,101,1001.15,39.10
91105,-19,-3,-994,-1470,1190,-140,-233,-583,113,1001.15,39.10
91136,-26,-7,-994,-1680,1050,70,-222,-584,113,1001.06,39.10
91145,-22,-7,-994,-1610,1120,140,-236,-576,119,1001.06,39.10
91176,-34,-3,-997,-1960,490,350,-225,-577,113,1001.12,39.10
91185,-22,-7,-994,-1750,700,210,-229,-572,112,1001.12,39.10
91216,-22,-7,-994,-2310,-420,350,-228,-581,116,1001.25,39.10
91225,-30,-7,-997,-2450,-700,420,-220,-573,115,1001.25,39.10
91256,-30,-7,-986,-2310,70,420,-226,-590,112,1001.21,39.10
91265,-11,-3,-1001,-2310,-70,490,-228,-577,107,1001.21,39.10
91296,-26,-7,-997,-2590,-840,280,-228,-579,113,1001.18,39.10
91305,-19,-7,-994,-2380,-490,70,-229,-577,113,1001.18,39.10
91336,-30,-11,-997,-1820,700,280,-232,-587,113,1001.16,39.10
91345,-22,-11,-1001,-1750,490,350,-236,-581,116,1001.16,39.10
91376,-26,-7,-1001,-1680,140,210,-225,-580,109,1001.29,39.10
91385,-34,-7,-990,-1540,490,70,-229,-580,111,1001.29,39.10
91416,-30,-3,-1001,-1260,1680,-210,-218,-580,111,1001.21,39.10
91425,-38,-11,-997,-1260,1750,-280,-233,-581,119,1001.21,39.10
91456,-30,-3,-1001,-1120,1890,0,-226,-580,108,1001.16,39.10
91465,-26,-7,-994,-1190,1610,210,-246,-581,116,1001.16,39.10
91496,-30,-7,-997,-1400,980,210,-239,-581,116,1001.25,39.10
91505,-26,-7,-994,-1540,630,70,-231,-576,112,1001.25,39.10
91536,-38,-3,-986,-1470,1680,-70,-233,-583,119,1001.13,39.10
91545,-30,-3,-994,-1470,1470,210,-226,-588,113,1001.13,39.10
91576,-30,-7,-997,-1610,1050,420,-228,-573,115,1001.20,39.10
91585,-34,0,-997,-1470,1330,280,-228,-584,109,1001.20,39.10
91616,-15,-3,-1001,-1330,1680,140,-236,-580,113,1001.20,39.10
91625,-15,-3,-1001,-1470,1260,350,-235,-572,108,1001.20,39.10
91656,-26,-7,-997,-1610,980,350,-224,-580,111,1001.23,39.20
91665,-26,-7,-997,-1540,1190,210,-225,-579,115,1001.23,39.20
91696,-26,-3,-994,-1260,2100,-140,-236,-579,107,1001.19,39.10
91705,-30,-3,-994,-1190,2240,-140,-228,-591,113,1001.19,39.10
91736,-38,-3,-997,-1750,910,210,-236,-574,116,1001.16,39.10
91745,-19,-7,-966,-2030,420,280,-229,-573,116,1001.16,39.10
91776,-22,-7,-997,-2030,700,140,-225,-580,111,1001.23,39.10
91785,-22,-3,-1009,-1890,910,70,-236,-585,119,1001.23,39.10
91816,-19,-15,-1001,-1960,280,70,-229,-579,116,1001.22,39.10
91825,-22,-11,-997,-2030,140,140,-236,-576,112,1001.22,39.10
91856,-26,0,-1001,-1820,700,280,-232,-580,101,1001.19,39.20
91865,-19,-7,-994,-1820,840,350,-228,-584,115,1001.19,39.20
91896,-22,-7,-997,-2170,210,210,-236,-572,115,1001.21,39.20
91905,-58,-15,-997,-2380,-350,490,-224,-568,120,1001.21,39.20
91936,-26,-7,-997,-1820,630,140,-228,-584,109,1001.16,39.10
91945,-30,-3,-997,-1750,700,210,-227,-569,122,1001.16,39.10
91976,-22,-7,-997,-1820,490,490,-235,-580,115,1001.29,39.20
91985,-34,-11,-994,-1750,840,630,-229,-577,119,1001.29,39.20
92016,-15,-7,-994,-1540,1890,350,-239,-584,111,1001.21,39.10
92025,-30,-7,-997,-1890,910,350,-236,-588,113,1001.21,39.10
92056,-34,-7,-1001,-2170,-210,70,-237,-590,112,1001.25,39.20
92065,-26,-3,-997,-1610,560,70,-224,-569,105,1001.25,39.20
92096,-26,-11,-990,-350,3360,0,-229,-579,115,1001.12,39.10
92105,-19,-7,-1001,-420,3220,-70,-222,-582,105,1001.12,39.10
92136,-19,-3,-994,-1820,840,210,-231,-577,105,1001.22,39.10
92145,-22,-3,-997,-2240,70,210,-235,-579,109,1001.22,39.10
92176,-26,-7,-1001,-2030,-70,350,-240,-590,104,1001.15,39.10
92185,-22,-11,-994,-2030,560,280,-235,-579,105,1001.15,39.10
92216,-34,4,-997,-1540,1190,70,-233,-579,107,1001.13,39.10
92225,-22,-7,-997,-1540,1540,-140,-221,-576,101,1001.13,39.10
92256,-22,-3,-997,-2030,140,70,-233,-584,104,1001.17,39.20
92265,-19,-11,-990,-2030,-210,210,-228,-587,117,1001.17,39.20
92296,-26,-7,-997,-2030,70,210,-231,-573,105,1001.25,39.10
92305,-19,-3,-994,-2030,910,280,-229,-570,112,1001.25,39.10
92336,-22,-7,-997,-1540,1400,140,-225,-568,107,1001.32,39.20
92345,-22,-3,-997,-1540,980,140,-235,-572,116,1001.32,39.20
92376,-22,-7,-990,-1610,770,70,-236,-574,112,1001.26,39.10
92385,-34,-7,-990,-1610,770,0,-231,-572,112,1001.26,39.10
92416,-22,-11,-997,-1890,1050,280,-229,-583,113,1001.18,39.10
92425,-22,-11,-997,-1890,1050,490,-226,-590,113,1001.18,39.10
92456,-26,-7,-997,-1610,1190,350,-242,-577,115,1001.23,39.10
92465,-11,-7,-986,-1610,1190,420,-222,-575,113,1001.23,39.10
92496,-22,-7,-997,-1680,770,140,-231,-583,119,1001.16,39.10
92505,-26,0,-1009,-1680,770,210,-228,-579,111,1001.16,39.10
92536,-22,-3,-990,-1680,1120,140,-229,-572,111,1001.26,39.10
92545,-15,-3,-994,-1680,1120,140,-240,-587,117,1001.26,39.10
92576,-7,-7,-1001,-1610,980,490,-229,-582,96,1001.19,39.10
92585,-26,-11,-997,-1610,980,490,-239,-583,101,1001.19,39.10
92616,-26,-11,-997,-1610,840,70,-229,-587,115,1001.19,39.10
92625,-19,-7,-994,-1610,840,70,-235,-583,113,1001.19,39.10
92656,-26,-3,-994,-1750,630,70,-226,-584,119,1001.18,39.10
92665,-15,-3,-997,-1750,630,70,-242,-581,107,1001.18,39.10
92696,-19,-11,-1001,-1820,910,280,-231,-576,115,1001.09,39.10
92705,-26,-3,-994,-1820,910,280,-236,-576,112,1001.09,39.10
92736,-26,-3,-1001,-1610,840,420,-228,-577,115,1001.16,39.10
92745,-19,-7,-990,-1610,840,420,-235,-579,104,1001.16,39.10
92776,-30,-7,-997,-1750,980,350,-237,-588,105,1001.14,39.10
92785,-22,-11,-994,-1750,980,350,-217,-584,112,1001.14,39.10
92816,-30,-7,-997,-2100,-140,210,-226,-584,109,1001.21,39.10
92825,-22,-11,-990,-2100,-140,210,-242,-583,116,1001.21,39.10
92856,-26,-3,-997,-980,2170,-140,-236,-579,105,1001.20,39.10
92865,-15,-7,-1005,-980,2170,-140,-225,-572,115,1001.20,39.10
92896,-26,-7,-994,-1260,1610,-70,-218,-584,113,1001.10,39.10
92905,-19,-3,-994,-1260,1610,-70,-239,-590,112,1001.10,39.10
92936,-11,-3,-990,-1610,980,0,-226,-586,113,1001.24,39.10
92945,-22,-7,-1005,-1610,980,0,-229,-583,113,1001.24,39.10
92976,-19,-7,-1005,-1820,840,420,-231,-579,111,1001.11,39.10
92985,-26,-3,-990,-1820,840,420,-236,-584,111,1001.11,39.10
93016,-30,-7,-994,-2100,-70,70,-235,-577,115,1001.19,39.10
93025,-19,-7,-994,-2100,-70,70,-232,-588,112,1001.19,39.10
93056,-22,-3,-1001,-1750,840,-140,-235,-583,111,1001.10,39.10
93065,-26,-7,-1001,-1750,840,-140,-230,-595,105,1001.10,39.10
93096,-26,-3,-986,-1540,700,350,-243,-576,109,1001.22,39.10
93105,-26,-3,-986,-1540,700,350,-236,-576,107,1001.22,39.10
93136,-22,-7,-990,-1540,1610,0,-240,-580,97,1001.26,39.10
93145,-22,-7,-990,-1540,1610,0,-235,-585,120,1001.26,39.10
93176,-22,-7,-997,-2170,280,210,-233,-588,105,1001.19,39.10
93185,-19,0,-990,-2170,280,210,-222,-586,115,1001.19,39.10
93216,-22,0,-994,-1610,910,420,-228,-580,113,1001.14,39.10
93225,-22,-7,-990,-1610,910,420,-235,-580,116,1001.14,39.10
93256,-19,-11,-1013,-1610,700,350,-233,-579,113,1001.25,39.10
93265,-26,-7,-978,-1890,700,350,-229,-583,117,1001.25,39.10
93296,-30,-3,-994,-1470,1960,-140,-226,-584,109,1001.15,39.10
93305,-26,-11,-994,-1120,1960,-140,-233,-577,109,1001.15,39.10
93336,-22,-7,-1001,-700,2870,-420,-235,-579,109,1001.01,39.10
93345,-22,-7,-994,-560,2870,-420,-236,-577,112,1001.01,39.10
93376,-15,-3,-997,-420,3080,0,-229,-580,100,1001.19,39.10
93385,-3,0,-997,-560,3080,0,-225,-573,111,1001.19,39.10
93416,-3,-7,-994,-980,2450,280,-237,-588,108,1001.10,39.10
93425,-19,0,-1021,-840,2450,280,-235,-583,123,1001.10,39.10
93456,-15,-3,-994,-560,2870,980,-236,-572,112,1001.16,39.10
93465,-15,-3,-986,-350,3360,980,-225,-577,113,1001.16,39.10
93496,-19,0,-997,-1260,1680,210,-235,-584,115,1001.19,39.10
93505,27,0,-1040,-1890,630,210,-240,-577,100,1001.19,39.10
93536,-155,-155,-1251,-3220,-210,-3710,-232,-577,116,1001.14,39.10
93545,-85,39,-775,-490,280,-3710,-247,-583,109,1001.14,39.10
93576,27,23,-978,3010,3080,-3430,-236,-595,109,1001.17,39.10
93585,4,20,-982,2170,3290,-3430,-229,-579,101,1001.17,39.10
93616,-15,-3,-1001,-2590,-490,1330,-244,-591,100,1001.22,39.20
93625,-30,0,-1005,-2450,-210,1330,-235,-583,108,1001.22,39.20
93656,-11,4,-994,490,3570,-1120,-232,-586,109,1001.17,39.20
93665,-22,-3,-997,980,4480,-1330,-239,-588,104,1001.17,39.20
